games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,id,first_name,height_feet,height_inches,last_name,position,team,weight_pounds
26,491,2021,12:43,1.77,3.04,0.0,0.15,1.46,1.88,1.69,2.77,4.46,0.77,0.27,0.23,0.69,2.0,5.0,0.582,0.0,0.776,491,Cody,7.0,0.0,Zeller,C,"{'id': 25, 'abbreviation': 'POR', 'city': 'Portland', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Portland Trail Blazers', 'name': 'Trail Blazers'}",240.0
32,493,2021,24:24,3.53,5.34,0.0,0.0,2.41,3.25,2.44,5.47,7.91,1.06,0.56,1.16,1.31,2.38,9.47,0.661,0.0,0.74,493,Ivica,7.0,1.0,Zubac,C,"{'id': 13, 'abbreviation': 'LAC', 'city': 'LA', 'conference': 'West', 'division': 'Pacific', 'full_name': 'LA Clippers', 'name': 'Clippers'}",240.0
21,237,2021,36:53,10.14,19.71,2.62,7.57,3.9,5.1,0.71,6.0,6.71,6.52,1.67,1.0,3.57,2.29,26.81,0.514,0.346,0.766,237,LeBron,6.0,8.0,James,F,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",250.0
32,240,2021,6:56,0.88,1.75,0.03,0.19,0.53,0.69,1.0,1.47,2.47,0.5,0.13,0.03,0.44,0.72,2.31,0.5,0.167,0.773,240,Alize,6.0,9.0,Johnson,F,"{'id': 5, 'abbreviation': 'CHI', 'city': 'Chicago', 'conference': 'East', 'division': 'Central', 'full_name': 'Chicago Bulls', 'name': 'Bulls'}",212.0
25,242,2021,13:05,1.52,3.16,0.2,0.64,0.24,0.56,0.68,2.16,2.84,1.4,0.36,0.28,0.44,1.72,3.48,0.481,0.313,0.429,242,James,6.0,8.0,Johnson,F,"{'id': 3, 'abbreviation': 'BKN', 'city': 'Brooklyn', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Brooklyn Nets', 'name': 'Nets'}",240.0
1,244,2021,11:01,1.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,244,Tyler,6.0,4.0,Johnson,G,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",190.0
27,246,2021,31:13,9.85,17.15,1.56,4.26,3.67,4.85,2.33,10.67,13.0,6.93,1.22,0.74,3.37,2.33,24.93,0.575,0.365,0.756,246,Nikola,7.0,0.0,Jokic,C,"{'id': 8, 'abbreviation': 'DEN', 'city': 'Denver', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Denver Nuggets', 'name': 'Nuggets'}",250.0
27,247,2021,15:15,2.15,3.74,0.3,0.96,1.11,1.33,1.11,1.81,2.93,0.44,0.44,0.78,0.44,1.93,5.7,0.574,0.308,0.833,247,Derrick,6.0,7.0,Jones Jr.,F-G,"{'id': 5, 'abbreviation': 'CHI', 'city': 'Chicago', 'conference': 'East', 'division': 'Central', 'full_name': 'Chicago Bulls', 'name': 'Bulls'}",200.0
34,248,2021,5:16,0.76,1.26,0.09,0.12,0.44,0.62,0.56,0.97,1.53,0.29,0.06,0.24,0.41,0.62,2.06,0.605,0.75,0.714,248,Damian,7.0,0.0,Jones,C,"{'id': 26, 'abbreviation': 'SAC', 'city': 'Sacramento', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Sacramento Kings', 'name': 'Kings'}",245.0
32,249,2021,21:16,2.94,6.47,0.97,2.41,0.75,0.84,0.25,2.34,2.59,4.13,0.91,0.06,0.75,0.41,7.59,0.454,0.403,0.889,249,Tyus,6.0,2.0,Jones,G,"{'id': 15, 'abbreviation': 'MEM', 'city': 'Memphis', 'conference': 'West', 'division': 'Southwest', 'full_name': 'Memphis Grizzlies', 'name': 'Grizzlies'}",196.0
33,250,2021,10:48,1.7,2.52,0.0,0.0,0.3,0.52,1.33,3.36,4.7,0.24,0.27,0.7,0.58,1.39,3.7,0.675,0.0,0.588,250,DeAndre,6.0,11.0,Jordan,C,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",265.0
31,251,2021,19:11,2.16,4.84,0.65,1.71,1.26,1.52,0.26,1.52,1.77,3.13,0.68,0.16,1.32,1.45,6.23,0.447,0.377,0.83,251,Cory,6.0,3.0,Joseph,G,"{'id': 9, 'abbreviation': 'DET', 'city': 'Detroit', 'conference': 'East', 'division': 'Central', 'full_name': 'Detroit Pistons', 'name': 'Pistons'}",193.0
14,252,2021,14:30,2.71,5.29,0.43,1.29,1.29,1.43,0.79,2.36,3.14,1.14,0.57,0.5,0.36,1.14,7.14,0.514,0.333,0.9,252,Frank,7.0,0.0,Kaminsky,F-C,"{'id': 24, 'abbreviation': 'PHX', 'city': 'Phoenix', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Phoenix Suns', 'name': 'Suns'}",242.0
33,253,2021,8:36,1.27,2.42,0.03,0.12,0.48,0.61,1.52,2.15,3.67,0.12,0.12,0.3,0.45,0.82,3.06,0.525,0.25,0.8,253,Enes,,,Kanter,C,"{'id': 2, 'abbreviation': 'BOS', 'city': 'Boston', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Boston Celtics', 'name': 'Celtics'}",
32,254,2021,28:56,4.06,9.41,2.72,6.16,0.75,0.81,0.19,3.38,3.56,2.03,0.75,0.06,0.78,1.47,11.59,0.432,0.442,0.923,254,Luke,6.0,5.0,Kennard,G,"{'id': 13, 'abbreviation': 'LAC', 'city': 'LA', 'conference': 'West', 'division': 'Pacific', 'full_name': 'LA Clippers', 'name': 'Clippers'}",206.0
6,256,2021,14:24,2.33,5.33,1.67,3.5,1.33,1.5,0.67,2.0,2.67,0.33,0.83,0.0,1.0,0.5,7.67,0.437,0.476,0.889,256,George,6.0,6.0,King,F,"{'id': 7, 'abbreviation': 'DAL', 'city': 'Dallas', 'conference': 'West', 'division': 'Southwest', 'full_name': 'Dallas Mavericks', 'name': 'Mavericks'}",220.0
20,257,2021,23:34,2.45,5.7,1.5,4.1,0.85,1.15,1.2,4.65,5.85,1.0,0.35,0.8,0.55,2.15,7.25,0.43,0.366,0.739,257,Maxi,6.0,11.0,Kleber,F,"{'id': 7, 'abbreviation': 'DAL', 'city': 'Dallas', 'conference': 'West', 'division': 'Southwest', 'full_name': 'Dallas Mavericks', 'name': 'Mavericks'}",240.0
6,258,2021,17:08,2.17,7.67,0.83,5.17,1.0,1.0,0.17,1.0,1.17,1.33,0.17,0.0,2.0,2.5,6.17,0.283,0.161,1.0,258,Brandon,6.0,3.0,Knight,G,"{'id': 7, 'abbreviation': 'DAL', 'city': 'Dallas', 'conference': 'West', 'division': 'Southwest', 'full_name': 'Dallas Mavericks', 'name': 'Mavericks'}",195.0
28,259,2021,2:32,0.36,0.93,0.29,0.68,0.18,0.29,0.18,0.32,0.5,0.11,0.07,0.0,0.07,0.07,1.18,0.385,0.421,0.625,259,Kevin,6.0,9.0,Knox,F,"{'id': 20, 'abbreviation': 'NYK', 'city': 'New York', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'New York Knicks', 'name': 'Knicks'}",215.0
29,260,2021,22:05,3.1,8.38,1.34,4.83,0.93,1.14,0.31,2.52,2.83,2.28,0.59,0.14,0.83,0.76,8.48,0.37,0.279,0.818,260,Furkan,6.0,7.0,Korkmaz,G-F,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",190.0
1,261,2021,1:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,Luke,7.0,1.0,Kornet,F-C,"{'id': 6, 'abbreviation': 'CLE', 'city': 'Cleveland', 'conference': 'East', 'division': 'Central', 'full_name': 'Cleveland Cavaliers', 'name': 'Cavaliers'}",250.0
30,265,2021,32:19,4.8,11.5,1.87,5.7,1.33,2.0,0.97,6.93,7.9,2.83,0.63,0.7,1.87,2.13,12.8,0.417,0.327,0.667,265,Kyle,6.0,9.0,Kuzma,F,"{'id': 30, 'abbreviation': 'WAS', 'city': 'Washington', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Washington Wizards', 'name': 'Wizards'}",220.0
6,266,2021,8:17,0.33,1.33,0.0,0.17,0.67,1.0,0.0,1.67,1.67,0.67,0.0,0.33,0.17,1.5,1.33,0.25,0.0,0.667,266,Skal,6.0,11.0,Labissiere,F,"{'id': 27, 'abbreviation': 'SAS', 'city': 'San Antonio', 'conference': 'West', 'division': 'Southwest', 'full_name': 'San Antonio Spurs', 'name': 'Spurs'}",235.0
30,267,2021,12:23,1.87,5.17,0.9,2.63,1.37,1.47,0.4,1.87,2.27,1.2,0.37,0.3,0.43,0.9,6.0,0.361,0.342,0.932,267,Jeremy,6.0,5.0,Lamb,G,"{'id': 12, 'abbreviation': 'IND', 'city': 'Indiana', 'conference': 'East', 'division': 'Central', 'full_name': 'Indiana Pacers', 'name': 'Pacers'}",185.0
27,268,2021,35:06,9.52,19.44,2.93,7.48,4.07,4.81,0.33,4.96,5.3,4.22,0.52,0.33,2.67,1.59,26.04,0.49,0.391,0.846,268,Zach,6.0,5.0,LaVine,G,"{'id': 5, 'abbreviation': 'CHI', 'city': 'Chicago', 'conference': 'East', 'division': 'Central', 'full_name': 'Chicago Bulls', 'name': 'Bulls'}",200.0
33,269,2021,3:16,0.39,1.0,0.12,0.48,0.03,0.09,0.12,0.45,0.58,0.03,0.09,0.06,0.21,0.21,0.94,0.394,0.25,0.333,269,Jake,6.0,9.0,Layman,F,"{'id': 18, 'abbreviation': 'MIN', 'city': 'Minnesota', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Minnesota Timberwolves', 'name': 'Timberwolves'}",215.0
26,272,2021,20:33,3.04,6.92,1.19,3.42,1.04,1.19,0.31,2.65,2.96,1.0,0.42,0.12,0.58,1.54,8.31,0.439,0.348,0.871,272,Damion,6.0,6.0,Lee,G,"{'id': 10, 'abbreviation': 'GSW', 'city': 'Golden State', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Golden State Warriors', 'name': 'Warriors'}",210.0
30,273,2021,12:15,1.73,3.27,0.2,0.5,0.83,1.33,0.87,2.17,3.03,0.7,0.2,0.73,0.8,2.17,4.5,0.531,0.4,0.625,273,Alex,7.0,1.0,Len,C,"{'id': 26, 'abbreviation': 'SAC', 'city': 'Sacramento', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Sacramento Kings', 'name': 'Kings'}",250.0
25,277,2021,29:22,6.48,14.96,1.44,4.6,2.28,2.8,0.48,2.48,2.96,3.64,1.0,0.52,1.64,1.96,16.68,0.433,0.313,0.814,277,Caris,6.0,7.0,LeVert,G,"{'id': 12, 'abbreviation': 'IND', 'city': 'Indiana', 'conference': 'East', 'division': 'Central', 'full_name': 'Indiana Pacers', 'name': 'Pacers'}",204.0
27,278,2021,35:54,7.7,18.78,3.26,9.67,4.96,5.56,0.48,3.67,4.15,7.33,0.59,0.37,2.78,1.3,23.63,0.41,0.337,0.893,278,Damian,6.0,3.0,Lillard,G,"{'id': 25, 'abbreviation': 'POR', 'city': 'Portland', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Portland Trail Blazers', 'name': 'Trail Blazers'}",195.0
33,282,2021,18:34,2.39,4.36,0.0,0.03,0.94,1.61,2.21,3.97,6.18,1.33,0.48,0.76,0.64,2.48,5.73,0.549,0.0,0.585,282,Kevon,6.0,9.0,Looney,F,"{'id': 10, 'abbreviation': 'GSW', 'city': 'Golden State', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Golden State Warriors', 'name': 'Warriors'}",220.0
1,283,2021,28:10,3.0,9.0,2.0,4.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0,0.333,0.5,0.0,283,Brook,7.0,0.0,Lopez,C,"{'id': 17, 'abbreviation': 'MIL', 'city': 'Milwaukee', 'conference': 'East', 'division': 'Central', 'full_name': 'Milwaukee Bucks', 'name': 'Bucks'}",270.0
34,284,2021,7:55,1.65,2.85,0.0,0.06,0.35,0.59,1.03,0.71,1.74,0.85,0.03,0.26,0.53,0.88,3.65,0.577,0.0,0.6,284,Robin,7.0,0.0,Lopez,C,"{'id': 22, 'abbreviation': 'ORL', 'city': 'Orlando', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Orlando Magic', 'name': 'Magic'}",275.0
24,285,2021,20:04,3.83,8.96,2.08,5.29,2.67,2.83,1.13,6.21,7.33,2.0,0.29,0.25,1.13,1.25,12.42,0.428,0.394,0.941,285,Kevin,6.0,10.0,Love,F-C,"{'id': 6, 'abbreviation': 'CLE', 'city': 'Cleveland', 'conference': 'East', 'division': 'Central', 'full_name': 'Cleveland Cavaliers', 'name': 'Cavaliers'}",251.0
32,286,2021,33:57,4.66,10.88,2.09,6.38,2.22,2.66,0.56,4.06,4.63,8.19,1.03,0.34,3.09,2.63,13.63,0.428,0.328,0.835,286,Kyle,6.0,1.0,Lowry,G,"{'id': 16, 'abbreviation': 'MIA', 'city': 'Miami', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Miami Heat', 'name': 'Heat'}",196.0
30,288,2021,9:39,0.97,2.77,0.63,1.83,0.33,0.37,0.17,0.87,1.03,0.47,0.23,0.1,0.2,1.0,2.9,0.349,0.345,0.909,288,Timothe,6.0,6.0,Luwawu-Cabarrot,G-F,"{'id': 1, 'abbreviation': 'ATL', 'city': 'Atlanta', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Atlanta Hawks', 'name': 'Hawks'}",210.0
31,290,2021,17:16,2.74,6.35,0.84,2.77,2.1,2.52,1.23,3.0,4.23,0.97,0.29,0.39,1.0,1.58,8.42,0.431,0.302,0.833,290,Trey,6.0,10.0,Lyles,F,"{'id': 9, 'abbreviation': 'DET', 'city': 'Detroit', 'conference': 'East', 'division': 'Central', 'full_name': 'Detroit Pistons', 'name': 'Pistons'}",234.0
30,296,2021,3:05,1.17,1.87,0.03,0.1,0.27,0.53,0.23,0.73,0.97,0.07,0.0,0.07,0.33,0.6,2.63,0.625,0.333,0.5,296,Boban,7.0,3.0,Marjanovic,C,"{'id': 7, 'abbreviation': 'DAL', 'city': 'Dallas', 'conference': 'West', 'division': 'Southwest', 'full_name': 'Dallas Mavericks', 'name': 'Mavericks'}",290.0
23,297,2021,30:18,4.78,11.96,2.09,6.52,1.74,2.09,1.13,4.09,5.22,1.26,0.78,0.48,0.83,1.57,13.39,0.4,0.32,0.833,297,Lauri,7.0,0.0,Markkanen,F,"{'id': 6, 'abbreviation': 'CLE', 'city': 'Cleveland', 'conference': 'East', 'division': 'Central', 'full_name': 'Cleveland Cavaliers', 'name': 'Cavaliers'}",240.0
5,298,2021,11:16,2.0,3.6,0.4,1.0,1.2,1.4,1.0,2.4,3.4,0.8,0.8,0.2,1.0,1.4,5.6,0.556,0.4,0.857,298,Jarell,6.0,10.0,Martin,F,"{'id': 29, 'abbreviation': 'UTA', 'city': 'Utah', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Utah Jazz', 'name': 'Jazz'}",239.0
32,100,2021,24:41,5.19,13.66,2.59,8.53,1.44,1.78,0.75,2.47,3.22,2.16,0.66,0.25,1.22,1.53,14.41,0.38,0.304,0.807,100,Jordan,6.0,5.0,Clarkson,G,"{'id': 29, 'abbreviation': 'UTA', 'city': 'Utah', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Utah Jazz', 'name': 'Jazz'}",194.0
33,101,2021,31:45,6.42,11.64,1.27,3.09,3.0,3.73,1.73,6.06,7.79,1.97,0.7,1.12,1.15,3.0,17.12,0.552,0.412,0.805,101,John,6.0,10.0,Collins,F-C,"{'id': 1, 'abbreviation': 'ATL', 'city': 'Atlanta', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Atlanta Hawks', 'name': 'Hawks'}",235.0
29,104,2021,27:37,4.93,10.31,2.48,5.66,1.21,1.48,0.41,2.03,2.45,5.24,1.07,0.31,1.66,1.86,13.55,0.478,0.439,0.814,104,Mike,6.0,1.0,Conley,G,"{'id': 29, 'abbreviation': 'UTA', 'city': 'Utah', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Utah Jazz', 'name': 'Jazz'}",175.0
34,105,2021,29:06,4.29,8.85,2.56,6.29,0.76,0.97,0.82,3.97,4.79,1.38,1.09,0.32,0.76,1.35,11.91,0.485,0.407,0.788,105,Pat,6.0,4.0,Connaughton,G,"{'id': 17, 'abbreviation': 'MIL', 'city': 'Milwaukee', 'conference': 'East', 'division': 'Central', 'full_name': 'Milwaukee Bucks', 'name': 'Bucks'}",209.0
1,106,2021,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,Quinn,6.0,2.0,Cook,G,"{'id': 25, 'abbreviation': 'POR', 'city': 'Portland', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Portland Trail Blazers', 'name': 'Trail Blazers'}",179.0
11,107,2021,16:51,2.91,6.73,0.64,2.82,1.91,2.27,1.64,4.0,5.64,1.45,1.0,0.36,1.18,2.64,8.36,0.432,0.226,0.84,107,DeMarcus,6.0,11.0,Cousins,C,"{'id': 17, 'abbreviation': 'MIL', 'city': 'Milwaukee', 'conference': 'East', 'division': 'Central', 'full_name': 'Milwaukee Bucks', 'name': 'Bucks'}",270.0
33,108,2021,27:29,2.48,6.36,1.52,4.61,0.09,0.09,0.67,4.39,5.06,1.21,1.24,1.21,1.03,2.39,6.58,0.39,0.329,1.0,108,Robert,6.0,9.0,Covington,F,"{'id': 25, 'abbreviation': 'POR', 'city': 'Portland', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Portland Trail Blazers', 'name': 'Trail Blazers'}",225.0
32,110,2021,13:55,1.84,3.69,0.56,1.78,0.53,0.69,1.06,1.84,2.91,0.78,0.34,0.22,0.56,1.53,4.78,0.5,0.316,0.773,110,Torrey,6.0,7.0,Craig,F,"{'id': 12, 'abbreviation': 'IND', 'city': 'Indiana', 'conference': 'East', 'division': 'Central', 'full_name': 'Indiana Pacers', 'name': 'Pacers'}",215.0
32,112,2021,27:06,3.13,7.63,1.78,5.13,1.0,1.25,0.38,4.16,4.53,1.31,1.13,0.53,0.94,2.31,9.03,0.41,0.348,0.8,112,Jae,6.0,6.0,Crowder,F,"{'id': 24, 'abbreviation': 'PHX', 'city': 'Phoenix', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Phoenix Suns', 'name': 'Suns'}",235.0
30,114,2021,34:06,6.17,11.73,2.13,5.13,1.8,2.07,0.43,2.43,2.87,3.13,0.9,0.17,1.7,2.4,16.27,0.526,0.416,0.871,114,Seth,6.0,2.0,Curry,G,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",185.0
31,115,2021,34:01,8.84,20.19,5.32,13.19,4.23,4.55,0.65,4.71,5.35,5.9,1.58,0.45,3.42,1.87,27.23,0.438,0.403,0.929,115,Stephen,6.0,3.0,Curry,G,"{'id': 10, 'abbreviation': 'GSW', 'city': 'Golden State', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Golden State Warriors', 'name': 'Warriors'}",190.0
26,117,2021,35:18,9.31,17.96,0.38,2.12,4.5,6.19,2.77,7.15,9.92,2.81,1.23,2.04,2.27,2.27,23.5,0.518,0.182,0.727,117,Anthony,6.0,10.0,Davis,F-C,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",253.0
31,118,2021,3:25,0.29,0.39,0.0,0.0,0.03,0.13,0.16,1.03,1.19,0.03,0.1,0.23,0.1,0.48,0.61,0.75,0.0,0.25,118,Ed,6.0,10.0,Davis,C,"{'id': 6, 'abbreviation': 'CLE', 'city': 'Cleveland', 'conference': 'East', 'division': 'Central', 'full_name': 'Cleveland Cavaliers', 'name': 'Cavaliers'}",225.0
34,120,2021,17:10,2.5,4.35,0.35,0.62,1.06,1.41,1.79,4.26,6.06,0.88,0.41,0.44,0.91,2.12,6.41,0.574,0.571,0.75,120,Dewayne,7.0,0.0,Dedmon,C,"{'id': 16, 'abbreviation': 'MIA', 'city': 'Miami', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Miami Heat', 'name': 'Heat'}",245.0
11,121,2021,0:19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.18,1.0,0.0,0.0,121,Sam,6.0,9.0,Dekker,F,"{'id': 28, 'abbreviation': 'TOR', 'city': 'Toronto', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Toronto Raptors', 'name': 'Raptors'}",230.0
26,125,2021,35:06,9.58,19.15,0.77,2.31,6.88,7.69,0.62,4.5,5.12,4.23,0.85,0.35,1.96,2.23,26.81,0.5,0.333,0.895,125,DeMar,6.0,7.0,DeRozan,G,"{'id': 5, 'abbreviation': 'CHI', 'city': 'Chicago', 'conference': 'East', 'division': 'Central', 'full_name': 'Chicago Bulls', 'name': 'Bulls'}",220.0
4,126,2021,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,Marcus,6.0,7.0,Derrickson,F,"{'id': 18, 'abbreviation': 'MIN', 'city': 'Minnesota', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Minnesota Timberwolves', 'name': 'Timberwolves'}",249.0
1,127,2021,2:59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,127,Cheick,6.0,9.0,Diallo,F,"{'id': 9, 'abbreviation': 'DET', 'city': 'Detroit', 'conference': 'East', 'division': 'Central', 'full_name': 'Detroit Pistons', 'name': 'Pistons'}",220.0
30,128,2021,14:45,2.6,5.0,0.3,1.03,0.8,1.27,0.67,2.0,2.67,0.77,0.73,0.3,0.63,1.67,6.3,0.52,0.29,0.632,128,Hamidou,6.0,5.0,Diallo,G,"{'id': 9, 'abbreviation': 'DET', 'city': 'Detroit', 'conference': 'East', 'division': 'Central', 'full_name': 'Detroit Pistons', 'name': 'Pistons'}",198.0
33,129,2021,7:43,0.88,2.0,0.39,1.03,0.48,0.64,0.73,2.06,2.79,0.73,0.24,0.27,0.42,1.21,2.64,0.439,0.382,0.762,129,Gorgui,6.0,11.0,Dieng,C,"{'id': 1, 'abbreviation': 'ATL', 'city': 'Atlanta', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Atlanta Hawks', 'name': 'Hawks'}",252.0
27,130,2021,29:32,4.33,11.26,1.63,4.96,2.3,2.93,0.74,4.3,5.04,5.33,0.48,0.19,1.67,2.37,12.59,0.385,0.328,0.785,130,Spencer,6.0,6.0,Dinwiddie,G,"{'id': 30, 'abbreviation': 'WAS', 'city': 'Washington', 'conference': 'East', 'division': 'Southeast', 'full_name': 'Washington Wizards', 'name': 'Wizards'}",210.0
21,132,2021,34:58,9.52,21.29,2.71,8.33,3.86,5.52,0.81,7.19,8.0,8.48,1.05,0.52,4.57,2.52,25.62,0.447,0.326,0.698,132,Luka,6.0,7.0,Doncic,F-G,"{'id': 7, 'abbreviation': 'DAL', 'city': 'Dallas', 'conference': 'West', 'division': 'Southwest', 'full_name': 'Dallas Mavericks', 'name': 'Mavericks'}",218.0
3,134,2021,6:50,0.67,1.33,0.0,0.33,0.0,0.0,0.0,0.67,0.67,0.33,0.0,0.0,0.0,0.0,1.33,0.5,0.0,0.0,134,Damyean,6.0,6.0,Dotson,G,"{'id': 20, 'abbreviation': 'NYK', 'city': 'New York', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'New York Knicks', 'name': 'Knicks'}",210.0
19,135,2021,19:04,2.11,5.63,0.89,2.74,0.63,0.79,0.74,2.79,3.53,1.68,0.68,0.42,0.68,1.74,5.74,0.374,0.327,0.8,135,PJ,6.0,6.0,Dozier,G-F,"{'id': 8, 'abbreviation': 'DEN', 'city': 'Denver', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Denver Nuggets', 'name': 'Nuggets'}",205.0
21,136,2021,5:03,0.76,1.95,0.29,0.9,0.48,0.48,0.19,0.57,0.76,0.43,0.24,0.1,0.1,0.38,2.29,0.39,0.316,1.0,136,Goran,6.0,3.0,Dragic,G,"{'id': 28, 'abbreviation': 'TOR', 'city': 'Toronto', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Toronto Raptors', 'name': 'Raptors'}",190.0
30,137,2021,19:49,2.6,5.07,0.0,0.03,1.27,2.1,3.03,6.47,9.5,1.97,1.0,1.17,1.8,2.43,6.47,0.513,0.0,0.603,137,Andre,6.0,11.0,Drummond,C,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",279.0
27,140,2021,37:01,10.78,20.59,1.85,4.85,6.33,7.15,0.52,7.33,7.85,5.85,0.63,0.85,3.19,1.78,29.74,0.523,0.382,0.886,140,Kevin,6.0,9.0,Durant,F,"{'id': 3, 'abbreviation': 'BKN', 'city': 'Brooklyn', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Brooklyn Nets', 'name': 'Nets'}",240.0
25,144,2021,21:59,2.2,5.76,1.96,5.32,0.16,0.2,0.24,1.48,1.72,0.84,0.56,0.08,0.52,1.08,6.52,0.382,0.368,0.8,144,Wayne,,,Ellington,G,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",
21,145,2021,33:32,7.76,17.38,1.29,3.43,8.19,10.14,1.57,9.19,10.76,4.24,1.14,1.43,2.67,2.67,25.0,0.447,0.375,0.808,145,Joel,7.0,0.0,Embiid,F-C,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",250.0
1,146,2021,12:25,1.0,6.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.167,0.5,0.0,146,James,6.0,7.0,Ennis III,F,"{'id': 3, 'abbreviation': 'BKN', 'city': 'Brooklyn', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Brooklyn Nets', 'name': 'Nets'}",210.0
32,147,2021,12:47,1.78,3.44,0.06,0.19,1.28,1.59,1.13,2.97,4.09,1.31,0.31,0.75,1.13,1.34,4.91,0.518,0.333,0.804,147,Drew,6.0,10.0,Eubanks,F,"{'id': 27, 'abbreviation': 'SAS', 'city': 'San Antonio', 'conference': 'West', 'division': 'Southwest', 'full_name': 'San Antonio Spurs', 'name': 'Spurs'}",245.0
5,50,2021,22:55,7.0,12.6,1.6,4.4,1.8,2.0,0.6,3.2,3.8,0.4,0.2,0.2,1.6,0.8,17.4,0.556,0.364,0.9,50,Antonio,6.0,4.0,Blakeney,G,"{'id': 25, 'abbreviation': 'POR', 'city': 'Portland', 'conference': 'West', 'division': 'Northwest', 'full_name': 'Portland Trail Blazers', 'name': 'Trail Blazers'}",192.0
