,id,name,type,date_of_birth,nationality,country_code,height,weight,jersey_number,gender,equipe,assists,blocks,field_goals,games_played,goals_conceded,goals_scored,red_cards,saves,seven_m_goals,steals,suspensions,technical_fouls,yellow_cards
163,sr:player:1588212,"Jagurinovski, Tomislav",RW,1998-08-19,North macedonia,MKD,188.0,81.0,4,male,HC Vardar 1961,0,0,1,5,0,1,0,0,0,0,0,0,0
164,sr:player:1591832,"Mishevski, Marko",CB,1999-08-23,North macedonia,MKD,199.0,96.0,97,male,HC Vardar 1961,0,0,0,4,0,0,0,0,0,0,0,0,0
165,sr:player:1633246,"Atanasovski, Stefan",P,1999-09-08,North macedonia,MKD,207.0,113.0,55,male,HC Vardar 1961,0,0,0,1,0,0,0,0,0,0,0,0,0
166,sr:player:1877342,"Karapalevski, Martin",CB,2000-03-11,North macedonia,MKD,178.0,82.0,11,male,HC Vardar 1961,0,0,0,4,0,0,0,0,0,0,0,0,0
167,sr:player:125213,"Wolff, Andreas",G,1991-03-03,Germany,DEU,198.0,110.0,33,male,KS Vive Kielce,2,0,0,16,374,0,0,137,0,0,0,0,0
168,sr:player:355896,"Gebala, Tomasz",LB,1995-11-23,Poland,POL,212.0,120.0,48,male,KS Vive Kielce,6,7,13,16,0,13,0,0,0,1,15,0,4
169,sr:player:898314,"Dujshebaev Dobichevaeva, Daniel",CB,1997-07-04,Spain,ESP,198.0,98.0,44,male,KS Vive Kielce,18,4,22,14,0,22,0,0,0,2,6,1,3
170,sr:player:902594,"Tournat, Nicolas",P,1994-04-05,France,FRA,202.0,110.0,11,male,KS Vive Kielce,1,4,44,16,0,44,0,0,0,1,7,6,2
171,sr:player:1261778,"Sicko, Szymon",LB,1997-08-20,Poland,POL,200.0,106.0,9,male,KS Vive Kielce,7,1,31,16,0,31,0,0,0,2,3,5,0
172,sr:player:1290094,"Karacic, Igor",CB,1988-11-02,Croatia,HRV,191.0,91.0,18,male,KS Vive Kielce,23,0,50,15,0,53,0,0,3,0,0,6,1
173,sr:player:1290594,"Nahi, Dylan",LW,1999-11-30,France,FRA,190.0,90.0,99,male,KS Vive Kielce,0,2,66,14,0,66,2,0,0,3,7,2,1
174,sr:player:1290980,"Vujovic, Branko",RB,1998-04-20,Montenegro,MNE,197.0,94.0,2,male,KS Vive Kielce,15,5,21,16,0,25,0,0,4,0,1,4,1
175,sr:player:1292990,"Dujshebaev Dovichebaeva, Alex",RB,1992-12-17,Spain,ESP,188.0,90.0,10,male,KS Vive Kielce,73,1,80,16,0,88,0,0,8,3,5,6,0
176,sr:player:1304432,"Kulesh, Uladzislau",LB,1996-05-28,Belarus,BLR,206.0,108.0,22,male,KS Vive Kielce,20,0,38,13,0,38,0,0,0,0,1,2,0
177,sr:player:1340286,"Karalek, Artsem",P,1996-02-20,Belarus,BLR,197.0,110.0,50,male,KS Vive Kielce,7,7,55,16,0,56,0,0,1,0,6,3,3
178,sr:player:1382257,"Moryto, Arkadiusz",RW,1997-08-31,Poland,POL,180.0,76.0,23,male,KS Vive Kielce,1,0,31,16,0,50,1,0,19,1,4,1,0
179,sr:player:1382551,"Kornecki, Mateusz",G,1994-06-05,Poland,POL,194.0,92.0,1,male,KS Vive Kielce,1,0,0,13,87,0,0,33,0,0,0,0,0
180,sr:player:1397301,"Gudjonsson, Sigvaldi Bjorn",RW,1994-07-04,Iceland,ISL,191.0,86.0,84,male,KS Vive Kielce,0,0,22,13,0,26,0,0,4,0,1,0,0
181,sr:player:1515725,"Thrastarson, Haukur",CB,2001-04-14,Iceland,ISL,193.0,95.0,25,male,KS Vive Kielce,1,0,1,3,0,1,0,0,0,1,0,0,0
182,sr:player:1560236,"Olejniczak, Michal",CB,2001-01-31,Poland,POL,195.0,97.0,5,male,KS Vive Kielce,1,0,13,11,0,13,0,0,0,0,4,4,1
183,sr:player:2007707,"Surgiel, Cezary",LW,2002-09-18,Poland,POL,186.0,80.0,27,male,KS Vive Kielce,1,0,4,11,0,4,0,0,0,0,0,0,0
184,sr:player:873822,"M'Bengue, Djibril",RB,1992-05-13,Germany,DEU,198.0,101.0,11,male,FC Porto,19,1,17,14,0,17,0,0,0,1,1,1,3
185,sr:player:888790,"Sliskovic, Ivan",LB,1991-10-23,Croatia,HRV,197.0,98.0,19,male,FC Porto,10,1,13,13,0,13,0,0,0,0,4,0,2
186,sr:player:1304316,"Alves, Miguel",RW,1996-07-22,Portugal,PRT,189.0,89.0,29,male,FC Porto,6,0,14,14,0,14,0,0,0,3,5,1,0
187,sr:player:1304336,"Areia, Antonio",RW,1990-06-21,Portugal,PRT,191.0,91.0,25,male,FC Porto,5,0,23,14,0,52,0,0,29,3,1,3,1
188,sr:player:1304342,"Silva, Rui",CB,1993-04-28,Portugal,PRT,186.0,80.0,14,male,FC Porto,36,0,34,10,0,34,0,0,0,1,1,5,0
189,sr:player:1304478,"Branquinho, Diogo",RW,1994-07-25,Portugal,PRT,180.0,83.0,23,male,FC Porto,1,0,28,14,0,28,0,0,0,2,0,1,0
190,sr:player:1304484,"Iturriza, Victor",P,1990-05-22,Portugal,PRT,200.0,105.0,4,male,FC Porto,4,5,62,14,0,62,0,0,0,5,12,5,7
191,sr:player:1304490,"Salina, Daymaro",P,1987-09-01,Portugal,PRT,200.0,101.0,15,male,FC Porto,4,1,31,14,0,31,1,0,0,2,12,2,3
192,sr:player:1315610,"Mitrevski, Nikola",G,1985-10-03,North macedonia,MKD,188.0,84.0,16,male,FC Porto,5,0,0,14,230,0,0,102,0,0,0,0,0
193,sr:player:1386913,"Magalhaes, Fabio Ramos",LB,1988-03-12,Portugal,PRT,194.0,100.0,88,male,FC Porto,52,3,31,14,0,31,0,0,0,2,3,11,1
194,sr:player:1516049,"Da Silva Borges, Diogo",RB,1998-07-02,Portugal,PRT,198.0,102.0,24,male,FC Porto,13,0,13,14,0,13,0,0,0,1,1,2,0
195,sr:player:1516055,"Fernandes, Leonel",LW,1998-03-12,Portugal,PRT,186.0,80.0,21,male,FC Porto,1,0,13,13,0,13,0,0,0,0,1,1,0
196,sr:player:2062431,"Rema Marques, Diogo",G,2004-03-17,Portugal,PRT,190.0,88.0,33,male,FC Porto,0,0,0,1,2,0,0,0,0,0,0,0,0
197,sr:player:279921,"Dumoulin, Cyril",G,1984-02-02,France,FRA,199.0,102.0,1,male,Nantes,0,0,0,16,168,0,0,63,0,0,0,0,0
198,sr:player:866026,"Shkurinskiy, Alexander",LB,1995-04-11,Russian federation,RUS,193.0,90.0,9,male,Nantes,18,0,24,7,0,24,0,0,0,2,0,2,0
199,sr:player:898334,"Lazarov, Kiril",RB,1980-05-10,North macedonia,MKD,195.0,99.0,17,male,Nantes,29,1,49,17,0,57,0,0,8,0,2,6,0
200,sr:player:898534,"Figueras Trejo, Adrian",P,1988-08-31,Spain,ESP,192.0,90.0,11,male,Nantes,1,1,41,18,0,41,0,0,0,4,2,3,1
201,sr:player:902566,"Balaguer Romeu, David",RW,1991-08-17,Spain,ESP,185.0,93.0,19,male,Nantes,1,0,38,13,0,41,0,0,3,3,2,3,0
202,sr:player:902608,"Feliho, Rock",LB,1982-08-13,France,FRA,192.0,100.0,13,male,Nantes,1,2,0,14,0,0,0,0,0,0,10,0,1
203,sr:player:903654,"Bataille, Mathieu",P,1987-08-01,France,FRA,195.0,95.0,14,male,Nantes,0,1,0,5,0,0,0,0,0,0,2,0,0
204,sr:player:1280052,"Cavalcanti, Alexandre",LB,1996-12-27,Portugal,PRT,203.0,102.0,8,male,Nantes,16,3,32,13,0,32,1,0,0,1,13,6,3
205,sr:player:1291266,"Pechmalbec, Dragan",P,1996-01-05,France,FRA,194.0,95.0,10,male,Nantes,7,12,59,19,0,59,1,0,0,4,10,6,7
206,sr:player:1291486,"Ovnicek, Rok",CB,1995-01-25,Slovenia,SVN,185.0,88.0,4,male,Nantes,27,0,39,16,0,39,0,0,0,5,0,17,0
207,sr:player:1291592,"Nielsen, Emil",G,1997-03-10,Denmark,DNK,195.0,120.0,1,male,Nantes,3,0,2,19,372,2,0,172,0,2,0,0,1
208,sr:player:1293758,"Rivera Folch, Valero",LW,1985-02-22,Spain,ESP,189.0,80.0,7,male,Nantes,0,0,48,19,0,95,0,0,47,2,3,2,0
209,sr:player:1397083,"Milic, Milan",RB,1998-05-14,Serbia,SRB,198.0,87.0,5,male,Nantes,2,0,13,16,0,13,0,0,0,2,0,2,0
210,sr:player:1560096,"Monar, Theo",P,2001-06-06,France,FRA,198.0,95.0,18,male,Nantes,2,4,18,18,0,18,0,0,0,1,9,4,0
211,sr:player:1568556,"Colleluori, Andrea",G,2000-05-17,Italy,ITA,182.0,85.0,12,male,Nantes,0,0,0,3,11,0,0,1,0,0,0,0,0
212,sr:player:1591850,"Damatrin-Bertrand, Baptiste",LW,2000-04-29,France,FRA,177.0,81.0,2,male,Nantes,2,0,24,19,0,24,0,0,0,6,0,3,0
213,sr:player:1613014,"Minne, Aymeric",CB,1997-04-20,France,FRA,186.0,76.0,15,male,Nantes,17,1,54,15,0,54,0,0,0,6,1,12,1
214,sr:player:1968339,"Fadhuile, Matteo",LW,2002-05-14,France,FRA,180.0,80.0,22,male,Nantes,1,0,4,1,0,5,0,0,1,1,0,0,0
215,sr:player:1968345,"de La Breteche, Lucas",CB,2001-11-19,France,FRA,193.0,85.0,28,male,Nantes,4,0,3,11,0,3,0,0,0,0,0,1,0
216,sr:player:1968443,"Gaillard, Guenole",LB,2001-05-18,France,FRA,190.0,85.0,27,male,Nantes,0,0,0,1,0,0,0,0,0,0,0,0,0
217,sr:player:1968455,"Briet, Thibaud",LB,1999-12-14,France,FRA,205.0,95.0,3,male,Nantes,25,7,26,16,0,26,0,0,0,5,5,9,1
218,sr:player:124686,"Cupic, Ivan",RW,1986-03-27,Croatia,HRV,178.0,78.0,27,male,RK PPD Zagreb,56,0,37,13,0,63,0,0,26,0,2,20,1
219,sr:player:887292,"Leimeter, Csaba",RB,1994-12-15,Hungary,HUN,195.0,91.0,55,male,RK PPD Zagreb,10,0,16,7,0,16,0,0,0,0,4,4,3
220,sr:player:1280202,"Cavar, Davor",LW,1995-12-07,Croatia,HRV,188.0,84.0,6,male,RK PPD Zagreb,0,0,3,5,0,7,0,0,4,0,0,0,0
221,sr:player:1280214,"Grahovac, Nikola",P,1998-12-14,Croatia,HRV,201.0,107.0,71,male,RK PPD Zagreb,0,0,16,12,0,16,0,0,0,0,9,1,1
222,sr:player:1291286,"Ravnic, Valentino",LW,1995-07-20,Croatia,HRV,190.0,82.0,33,male,RK PPD Zagreb,1,0,4,10,0,5,0,0,1,3,4,1,0
223,sr:player:1291316,"Hrstic, Matej",LB,1996-08-11,Croatia,HRV,197.0,102.0,44,male,RK PPD Zagreb,22,2,44,13,0,44,0,0,0,5,6,8,2
224,sr:player:1292956,"Ivic, Filip",G,1992-08-30,Croatia,HRV,195.0,95.0,16,male,RK PPD Zagreb,2,0,0,7,116,0,0,43,0,1,0,0,0
225,sr:player:1298728,"Obranovic, Sandro",CB,1992-10-18,Croatia,HRV,195.0,93.0,47,male,RK PPD Zagreb,17,2,18,11,0,18,1,0,0,2,5,6,3
226,sr:player:1316026,"Sipic, Marin",P,1996-04-29,Croatia,HRV,190.0,107.0,2,male,RK PPD Zagreb,0,0,3,7,0,3,0,0,0,0,0,1,0
227,sr:player:1339252,"Vistorop, Filip",CB,1998-04-29,Croatia,HRV,194.0,90.0,4,male,RK PPD Zagreb,8,0,15,12,0,28,0,0,13,1,2,5,0
228,sr:player:1386361,"Mandic, David",LW,1997-09-14,Croatia,HRV,187.0,87.0,7,male,RK PPD Zagreb,4,0,19,14,0,34,0,0,15,3,6,5,1
229,sr:player:1580068,"Matanovic, Vlado",RW,1995-05-29,Croatia,HRV,182.0,85.0,24,male,RK PPD Zagreb,3,0,28,12,0,31,1,0,3,2,3,1,1
230,sr:player:1871412,"Peric, Filip",RW,1996-10-18,Croatia,HRV,180.0,78.0,19,male,RK PPD Zagreb,0,0,4,2,0,7,0,0,3,0,1,0,0
231,sr:player:2012873,"Srna, Zvonimir",LB,1998-01-18,Croatia,HRV,202.0,100.0,11,male,RK PPD Zagreb,1,0,0,6,0,0,0,0,0,0,2,0,0
232,sr:player:2069239,"Klarica, Luka Lovre",RB,2001-09-25,Croatia,HRV,198.0,93.0,9,male,RK PPD Zagreb,13,1,20,11,0,21,0,0,1,2,4,9,2
233,sr:player:902876,"Molina, Carlos",LB,1991-05-31,Spain,ESP,201.0,103.0,18,male,HC Motor Zaporozhye,0,5,1,12,0,1,0,0,0,1,6,0,3
234,sr:player:1289986,"Viunik, Maksym",G,1996-02-28,Ukraine,UKR,192.0,95.0,28,male,HC Motor Zaporozhye,0,0,0,10,37,0,0,13,0,1,0,0,0
235,sr:player:1290012,"Burzak, Ivan",P,1998-02-22,Ukraine,UKR,200.0,98.0,27,male,HC Motor Zaporozhye,0,0,3,12,0,3,0,0,0,1,2,2,0
236,sr:player:1290022,"Kravchenko, Eduard",RW,1996-05-19,Ukraine,UKR,180.0,85.0,19,male,HC Motor Zaporozhye,0,0,6,6,0,6,0,0,0,0,0,0,0
237,sr:player:1291334,"Denysov, Zakhar",LW,1990-03-01,Ukraine,UKR,188.0,82.0,11,male,HC Motor Zaporozhye,4,0,39,15,0,39,1,0,0,1,7,0,3
238,sr:player:1291338,"Malasinskas, Aidenas",CB,1986-04-29,Lithuania,LTU,189.0,84.0,7,male,HC Motor Zaporozhye,25,0,51,15,0,67,0,0,16,4,3,22,0
239,sr:player:1291342,"Kubatko, Iurii",RW,1988-08-28,Ukraine,UKR,184.0,78.0,5,male,HC Motor Zaporozhye,0,0,12,12,0,12,0,0,0,0,0,0,0
240,sr:player:1291390,"Kozakevych, Artem",RW,1992-10-02,Ukraine,UKR,182.0,68.0,20,male,HC Motor Zaporozhye,0,1,26,12,0,41,0,0,15,1,3,0,1
241,sr:player:1291406,"Pukhouski, Barys",LB,1987-01-03,Belarus,BLR,188.0,95.0,10,male,HC Motor Zaporozhye,23,1,60,15,0,60,0,0,0,2,2,12,0
242,sr:player:1291410,"Komok, Gennadiy",G,1987-07-05,Ukraine,UKR,196.0,96.0,55,male,HC Motor Zaporozhye,0,0,0,7,64,0,0,28,0,0,0,0,0
243,sr:player:1304310,"Bokhan, Viachaslau",P,1996-04-07,Belarus,BLR,206.0,100.0,74,male,HC Motor Zaporozhye,1,3,67,13,0,67,0,0,0,8,8,4,1
244,sr:player:1304468,"Maroz, Ivan",G,1992-10-05,Belarus,BLR,197.0,95.0,33,male,HC Motor Zaporozhye,1,0,3,14,369,3,0,143,0,7,0,0,0
245,sr:player:1304494,"Dontsov, Vladyslav",RB,1995-09-22,Ukraine,UKR,200.0,94.0,22,male,HC Motor Zaporozhye,1,0,14,7,0,14,0,0,0,0,0,3,0
246,sr:player:1340020,"Tiutiunnyk, Dmytro",P,1993-03-07,Ukraine,UKR,198.0,102.0,77,male,HC Motor Zaporozhye,0,0,0,3,0,0,1,0,0,0,3,0,0
247,sr:player:1340024,"Turchenko, Ihor",CB,2000-12-04,Ukraine,UKR,190.0,80.0,17,male,HC Motor Zaporozhye,0,0,1,8,0,1,0,0,0,0,0,0,0
248,sr:player:1340086,"Horiha, Dmytro",LB,1997-10-08,Ukraine,UKR,197.0,91.0,24,male,HC Motor Zaporozhye,5,0,43,15,0,43,1,0,0,0,12,6,6
249,sr:player:1340162,"Kasai, Oleksandr",LW,1997-01-14,Ukraine,UKR,183.0,80.0,31,male,HC Motor Zaporozhye,0,0,3,10,0,3,0,0,0,0,0,2,0
